name,latitude,longitude,
la Seine,"48.848411,",2.360964
la rue Saint-Honoré,48.865289,2.331211
Champs-Elysées,48.867348,2.315021
le passage du Commerce,48.854845,2.333918
la Sorbonne,48.848647,-118.4739704
